ANNO,PROVINCIA,GENERE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2014,REGIONE LOMBARDIA,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,,,408,
2014,MANTOVA,M,"sintomi, segni, risultati anomali e cause mal definite",10.77086348,45.14135331,12,"(45.14135331, 10.77086348)"
2013,BRESCIA,ALL,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2012,MANTOVA,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,10.77086348,45.14135331,38,"(45.14135331, 10.77086348)"
2013,MANTOVA,M,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,10.77086348,45.14135331,1,"(45.14135331, 10.77086348)"
2013,LECCO,ALL,malformazioni congenite ed anomalie cromosomiche,9.388156645,45.85028614,11,"(45.85028614, 9.388156645)"
2015,VARESE,M,"sintomi, segni, risultati anomali e cause mal definite-sindrome della morte improvvisa nell'infanzia",8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2012,LECCO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,9.388156645,45.85028614,25,"(45.85028614, 9.388156645)"
2015,REGIONE LOMBARDIA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,,,1408,
2013,BERGAMO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,9.63853045,45.68012929,55,"(45.68012929, 9.63853045)"
2015,PAVIA,F,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",9.14034225,45.18407925,11,"(45.18407925, 9.14034225)"
2012,LODI,F,"sintomi, segni, risultati anomali e cause mal definite-sindrome della morte improvvisa nell'infanzia",9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2014,ITALIA,ALL,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,,,10019,
2014,LODI,ALL,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,9.510140481,45.31535435,15,"(45.31535435, 9.510140481)"
2013,MONZA E DELLA BRIANZA,ALL,alcune condizioni morbose che hanno origine nel periodo perinatale,9.258430902,45.5823624,7,"(45.5823624, 9.258430902)"
2014,MONZA E DELLA BRIANZA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,9.258430902,45.5823624,30,"(45.5823624, 9.258430902)"
2012,LODI,F,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",9.510140481,45.31535435,1,"(45.31535435, 9.510140481)"
2012,MONZA E DELLA BRIANZA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui avvelenamento accidentale,9.258430902,45.5823624,5,"(45.5823624, 9.258430902)"
2015,MONZA E DELLA BRIANZA,M,cause esterne di traumatismo e avvelenamento-accidenti,9.258430902,45.5823624,96,"(45.5823624, 9.258430902)"
2013,REGIONE LOMBARDIA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui avvelenamento accidentale,,,16,
2012,LECCO,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,9.388156645,45.85028614,23,"(45.85028614, 9.388156645)"
2015,LODI,M,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",9.510140481,45.31535435,7,"(45.31535435, 9.510140481)"
2012,ITALIA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,,,9145,
2013,ITALIA,M,cause esterne di traumatismo e avvelenamento,,,12817,
2012,PAVIA,M,alcune condizioni morbose che hanno origine nel periodo perinatale,9.14034225,45.18407925,4,"(45.18407925, 9.14034225)"
2015,COMO,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,9.039360974,45.80216962,45,"(45.80216962, 9.039360974)"
2012,LECCO,M,"sintomi, segni, risultati anomali e cause mal definite",9.388156645,45.85028614,15,"(45.85028614, 9.388156645)"
2013,BERGAMO,F,ALL,9.63853045,45.68012929,4880,"(45.68012929, 9.63853045)"
2014,CREMONA,F,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,10.0131151,45.13644491,3,"(45.13644491, 10.0131151)"
2013,PAVIA,F,cause esterne di traumatismo e avvelenamento-accidenti,9.14034225,45.18407925,94,"(45.18407925, 9.14034225)"
2015,ITALIA,ALL,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,,,523,
2012,LODI,F,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,MONZA E DELLA BRIANZA,M,"sintomi, segni, risultati anomali e cause mal definite-sindrome della morte improvvisa nell'infanzia",9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2015,COMO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,9.039360974,45.80216962,3,"(45.80216962, 9.039360974)"
2015,CREMONA,ALL,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",10.0131151,45.13644491,9,"(45.13644491, 10.0131151)"
2013,CREMONA,M,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",10.0131151,45.13644491,9,"(45.13644491, 10.0131151)"
2012,CREMONA,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,10.0131151,45.13644491,1,"(45.13644491, 10.0131151)"
2013,BRESCIA,F,"sintomi, segni, risultati anomali e cause mal definite-sindrome della morte improvvisa nell'infanzia",10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2015,PAVIA,M,ALL,9.14034225,45.18407925,3224,"(45.18407925, 9.14034225)"
2015,PAVIA,ALL,malattie dell'apparato genitourinario-altre malattie dell'apparato genitourinario,9.14034225,45.18407925,38,"(45.18407925, 9.14034225)"
2012,BERGAMO,M,ALL,9.63853045,45.68012929,4502,"(45.68012929, 9.63853045)"
2015,SONDRIO,ALL,"sintomi, segni, risultati anomali e cause mal definite",9.879429303,46.1707552,30,"(46.1707552, 9.879429303)"
2014,BRESCIA,F,"complicazioni della gravidanza, del parto e del puerperio",10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2014,CREMONA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui avvelenamento accidentale,10.0131151,45.13644491,1,"(45.13644491, 10.0131151)"
2012,SONDRIO,ALL,malformazioni congenite ed anomalie cromosomiche,9.879429303,46.1707552,4,"(46.1707552, 9.879429303)"
2013,MANTOVA,M,alcune condizioni morbose che hanno origine nel periodo perinatale,10.77086348,45.14135331,3,"(45.14135331, 10.77086348)"
2013,ITALIA,F,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,,,951,
2014,MANTOVA,ALL,"sintomi, segni, risultati anomali e cause mal definite-sindrome della morte improvvisa nell'infanzia",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2015,BERGAMO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,9.63853045,45.68012929,3,"(45.68012929, 9.63853045)"
2014,MONZA E DELLA BRIANZA,ALL,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",9.258430902,45.5823624,87,"(45.5823624, 9.258430902)"
2012,BERGAMO,ALL,malformazioni congenite ed anomalie cromosomiche,9.63853045,45.68012929,27,"(45.68012929, 9.63853045)"
2014,BRESCIA,M,malattie dell'apparato genitourinario-altre malattie dell'apparato genitourinario,10.18167955,45.51939749,5,"(45.51939749, 10.18167955)"
2013,MANTOVA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,10.77086348,45.14135331,4,"(45.14135331, 10.77086348)"
2012,MILANO,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,9.18951,45.46427,85,"(45.46427, 9.18951)"
2013,VARESE,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,8.80650544,45.80041256,41,"(45.80041256, 8.80650544)"
2012,COMO,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,9.039360974,45.80216962,17,"(45.80216962, 9.039360974)"
2014,LECCO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,9.388156645,45.85028614,19,"(45.85028614, 9.388156645)"
2013,PAVIA,F,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,9.14034225,45.18407925,65,"(45.18407925, 9.14034225)"
2013,BERGAMO,M,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",9.63853045,45.68012929,9,"(45.68012929, 9.63853045)"
2013,PAVIA,ALL,"sintomi, segni, risultati anomali e cause mal definite-sindrome della morte improvvisa nell'infanzia",9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2015,CREMONA,M,alcune condizioni morbose che hanno origine nel periodo perinatale,10.0131151,45.13644491,5,"(45.13644491, 10.0131151)"
2015,LODI,ALL,cause esterne di traumatismo e avvelenamento-accidenti,9.510140481,45.31535435,53,"(45.31535435, 9.510140481)"
2015,MONZA E DELLA BRIANZA,F,"complicazioni della gravidanza, del parto e del puerperio",9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2013,VARESE,M,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,8.80650544,45.80041256,3,"(45.80041256, 8.80650544)"
2013,CREMONA,ALL,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",10.0131151,45.13644491,50,"(45.13644491, 10.0131151)"
2014,BRESCIA,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,10.18167955,45.51939749,50,"(45.51939749, 10.18167955)"
2014,LODI,F,ALL,9.510140481,45.31535435,1071,"(45.31535435, 9.510140481)"
2013,VARESE,M,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",8.80650544,45.80041256,15,"(45.80041256, 8.80650544)"
2014,MILANO,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,9.18951,45.46427,181,"(45.46427, 9.18951)"
2012,MANTOVA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,10.77086348,45.14135331,13,"(45.14135331, 10.77086348)"
2014,BRESCIA,F,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,10.18167955,45.51939749,18,"(45.51939749, 10.18167955)"
2015,LECCO,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,9.388156645,45.85028614,6,"(45.85028614, 9.388156645)"
2015,LECCO,M,cause esterne di traumatismo e avvelenamento,9.388156645,45.85028614,73,"(45.85028614, 9.388156645)"
2012,BERGAMO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,9.63853045,45.68012929,61,"(45.68012929, 9.63853045)"
2015,ITALIA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,,,1831,
2014,PAVIA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,9.14034225,45.18407925,2,"(45.18407925, 9.14034225)"
2013,PAVIA,M,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,9.14034225,45.18407925,42,"(45.18407925, 9.14034225)"
2015,BRESCIA,M,malformazioni congenite ed anomalie cromosomiche,10.18167955,45.51939749,10,"(45.51939749, 10.18167955)"
2014,ITALIA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,,,55,
2014,PAVIA,M,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,9.14034225,45.18407925,5,"(45.18407925, 9.14034225)"
2013,LECCO,ALL,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",9.388156645,45.85028614,2,"(45.85028614, 9.388156645)"
2013,LECCO,M,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2014,VARESE,ALL,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2012,COMO,F,malformazioni congenite ed anomalie cromosomiche,9.039360974,45.80216962,5,"(45.80216962, 9.039360974)"
2012,SONDRIO,M,"sintomi, segni, risultati anomali e cause mal definite",9.879429303,46.1707552,10,"(46.1707552, 9.879429303)"
2012,MILANO,M,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,9.18951,45.46427,212,"(45.46427, 9.18951)"
2013,COMO,F,malattie dell'apparato genitourinario,9.039360974,45.80216962,51,"(45.80216962, 9.039360974)"
2013,VARESE,F,"complicazioni della gravidanza, del parto e del puerperio",8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2014,LECCO,M,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,9.388156645,45.85028614,24,"(45.85028614, 9.388156645)"
2013,LECCO,F,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2014,VARESE,F,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2013,COMO,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,9.039360974,45.80216962,41,"(45.80216962, 9.039360974)"
2014,PAVIA,ALL,"cause esterne di traumatismo e avvelenamento-omicidio, aggressione",9.14034225,45.18407925,5,"(45.18407925, 9.14034225)"
2015,BRESCIA,M,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,10.18167955,45.51939749,71,"(45.51939749, 10.18167955)"
2013,MILANO,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,9.18951,45.46427,208,"(45.46427, 9.18951)"
2012,BERGAMO,ALL,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",9.63853045,45.68012929,96,"(45.68012929, 9.63853045)"
2014,LODI,M,malattie dell'apparato genitourinario,9.510140481,45.31535435,14,"(45.31535435, 9.510140481)"
2012,SONDRIO,M,"cause esterne di traumatismo e avvelenamento-omicidio, aggressione",9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2013,ITALIA,ALL,cause esterne di traumatismo e avvelenamento-accidenti,,,17443,
2015,CREMONA,F,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",10.0131151,45.13644491,38,"(45.13644491, 10.0131151)"
2014,PAVIA,ALL,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,9.14034225,45.18407925,22,"(45.18407925, 9.14034225)"
2014,PAVIA,M,cause esterne di traumatismo e avvelenamento-accidenti,9.14034225,45.18407925,93,"(45.18407925, 9.14034225)"
2012,CREMONA,F,ALL,10.0131151,45.13644491,2246,"(45.13644491, 10.0131151)"
2012,CREMONA,M,malattie dell'apparato genitourinario,10.0131151,45.13644491,40,"(45.13644491, 10.0131151)"
2012,MANTOVA,ALL,"complicazioni della gravidanza, del parto e del puerperio",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2012,LECCO,ALL,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,9.388156645,45.85028614,28,"(45.85028614, 9.388156645)"
2014,SONDRIO,M,cause esterne di traumatismo e avvelenamento,9.879429303,46.1707552,50,"(46.1707552, 9.879429303)"
2015,COMO,F,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,9.039360974,45.80216962,45,"(45.80216962, 9.039360974)"
2014,CREMONA,ALL,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,10.0131151,45.13644491,4,"(45.13644491, 10.0131151)"
2012,BERGAMO,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui avvelenamento accidentale,9.63853045,45.68012929,3,"(45.68012929, 9.63853045)"
2015,CREMONA,M,"cause esterne di traumatismo e avvelenamento-omicidio, aggressione",10.0131151,45.13644491,2,"(45.13644491, 10.0131151)"
2013,LECCO,ALL,malattie dell'apparato genitourinario,9.388156645,45.85028614,61,"(45.85028614, 9.388156645)"
2015,LECCO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,9.388156645,45.85028614,32,"(45.85028614, 9.388156645)"
2013,SONDRIO,F,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2012,LODI,ALL,malattie dell'apparato genitourinario,9.510140481,45.31535435,39,"(45.31535435, 9.510140481)"
2013,REGIONE LOMBARDIA,ALL,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,,,703,
2015,CREMONA,F,"sintomi, segni, risultati anomali e cause mal definite",10.0131151,45.13644491,41,"(45.13644491, 10.0131151)"
2015,LODI,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui avvelenamento accidentale,9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2013,REGIONE LOMBARDIA,F,cause esterne di traumatismo e avvelenamento,,,1372,
2013,MILANO,ALL,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,9.18951,45.46427,25,"(45.46427, 9.18951)"
2014,LODI,M,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",9.510140481,45.31535435,4,"(45.31535435, 9.510140481)"
2012,REGIONE LOMBARDIA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,,,601,
2015,LECCO,M,"complicazioni della gravidanza, del parto e del puerperio",9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2013,BRESCIA,F,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2015,BERGAMO,ALL,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,9.63853045,45.68012929,143,"(45.68012929, 9.63853045)"
2012,PAVIA,ALL,"cause esterne di traumatismo e avvelenamento-omicidio, aggressione",9.14034225,45.18407925,4,"(45.18407925, 9.14034225)"
2012,LECCO,F,alcune condizioni morbose che hanno origine nel periodo perinatale,9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2014,REGIONE LOMBARDIA,F,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,,,,
2015,LODI,F,"cause esterne di traumatismo e avvelenamento-omicidio, aggressione",9.510140481,45.31535435,3,"(45.31535435, 9.510140481)"
2012,BERGAMO,F,alcune condizioni morbose che hanno origine nel periodo perinatale,9.63853045,45.68012929,5,"(45.68012929, 9.63853045)"
2013,COMO,F,ALL,9.039360974,45.80216962,2910,"(45.80216962, 9.039360974)"
2014,PAVIA,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,9.14034225,45.18407925,2,"(45.18407925, 9.14034225)"
2015,MANTOVA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,10.77086348,45.14135331,8,"(45.14135331, 10.77086348)"
2014,MILANO,M,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,9.18951,45.46427,36,"(45.46427, 9.18951)"
2013,MANTOVA,F,malformazioni congenite ed anomalie cromosomiche,10.77086348,45.14135331,7,"(45.14135331, 10.77086348)"
2015,MILANO,M,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",9.18951,45.46427,52,"(45.46427, 9.18951)"
2012,VARESE,M,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,8.80650544,45.80041256,47,"(45.80041256, 8.80650544)"
2013,CREMONA,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,10.0131151,45.13644491,20,"(45.13644491, 10.0131151)"
2015,PAVIA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,9.14034225,45.18407925,42,"(45.18407925, 9.14034225)"
2015,VARESE,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,8.80650544,45.80041256,29,"(45.80041256, 8.80650544)"
2015,MONZA E DELLA BRIANZA,F,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,9.258430902,45.5823624,8,"(45.5823624, 9.258430902)"
2012,MONZA E DELLA BRIANZA,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,9.258430902,45.5823624,3,"(45.5823624, 9.258430902)"
2012,LODI,M,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,9.510140481,45.31535435,14,"(45.31535435, 9.510140481)"
2013,MILANO,ALL,cause esterne di traumatismo e avvelenamento-accidenti,9.18951,45.46427,773,"(45.46427, 9.18951)"
2013,SONDRIO,ALL,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,9.879429303,46.1707552,11,"(46.1707552, 9.879429303)"
2014,LECCO,M,cause esterne di traumatismo e avvelenamento,9.388156645,45.85028614,60,"(45.85028614, 9.388156645)"
2015,MONZA E DELLA BRIANZA,M,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,9.258430902,45.5823624,9,"(45.5823624, 9.258430902)"
2014,COMO,F,malformazioni congenite ed anomalie cromosomiche,9.039360974,45.80216962,7,"(45.80216962, 9.039360974)"
2012,MANTOVA,F,cause esterne di traumatismo e avvelenamento-suicidio e autolesione intenzionale,10.77086348,45.14135331,11,"(45.14135331, 10.77086348)"
2013,BRESCIA,F,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",10.18167955,45.51939749,9,"(45.51939749, 10.18167955)"
2014,CREMONA,M,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",10.0131151,45.13644491,16,"(45.13644491, 10.0131151)"
2015,CREMONA,F,cause esterne di traumatismo e avvelenamento-accidenti,10.0131151,45.13644491,44,"(45.13644491, 10.0131151)"
2013,LECCO,ALL,"cause esterne di traumatismo e avvelenamento-omicidio, aggressione",9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2014,BERGAMO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,9.63853045,45.68012929,58,"(45.68012929, 9.63853045)"
2012,MONZA E DELLA BRIANZA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,9.258430902,45.5823624,3,"(45.5823624, 9.258430902)"
2014,LECCO,M,ALL,9.388156645,45.85028614,1410,"(45.85028614, 9.388156645)"
2012,PAVIA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,9.14034225,45.18407925,54,"(45.18407925, 9.14034225)"
2015,VARESE,F,malattie dell'apparato genitourinario-altre malattie dell'apparato genitourinario,8.80650544,45.80041256,28,"(45.80041256, 8.80650544)"
2013,ITALIA,F,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,,,2,
2012,SONDRIO,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,9.879429303,46.1707552,28,"(46.1707552, 9.879429303)"
2012,PAVIA,ALL,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,9.14034225,45.18407925,109,"(45.18407925, 9.14034225)"
2012,ITALIA,F,malattie dell'apparato genitourinario,,,6352,
2014,LECCO,ALL,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,9.388156645,45.85028614,14,"(45.85028614, 9.388156645)"
2015,MONZA E DELLA BRIANZA,F,alcune condizioni morbose che hanno origine nel periodo perinatale,9.258430902,45.5823624,3,"(45.5823624, 9.258430902)"
2014,CREMONA,ALL,malattie dell'apparato genitourinario-malattie del rene e dell'uretere,10.0131151,45.13644491,55,"(45.13644491, 10.0131151)"
2015,MILANO,ALL,malattie dell'apparato genitourinario,9.18951,45.46427,643,"(45.46427, 9.18951)"
2015,PAVIA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui altri accidenti,9.14034225,45.18407925,62,"(45.18407925, 9.14034225)"
2015,BRESCIA,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,10.18167955,45.51939749,52,"(45.51939749, 10.18167955)"
2014,CREMONA,F,cause esterne di traumatismo e avvelenamento-accidenti,10.0131151,45.13644491,39,"(45.13644491, 10.0131151)"
2013,REGIONE LOMBARDIA,F,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,,,36,
2012,BRESCIA,M,malattie dell'apparato genitourinario-altre malattie dell'apparato genitourinario,10.18167955,45.51939749,18,"(45.51939749, 10.18167955)"
2014,ITALIA,M,malattie dell'apparato genitourinario-altre malattie dell'apparato genitourinario,,,957,
2013,SONDRIO,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui avvelenamento accidentale,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2015,BERGAMO,F,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,9.63853045,45.68012929,5,"(45.68012929, 9.63853045)"
2015,MILANO,ALL,cause esterne di traumatismo e avvelenamento-eventi di intento indeterminato,9.18951,45.46427,,"(45.46427, 9.18951)"
2012,MONZA E DELLA BRIANZA,M,cause esterne di traumatismo e avvelenamento,9.258430902,45.5823624,140,"(45.5823624, 9.258430902)"
2014,PAVIA,ALL,malattie dell'apparato genitourinario,9.14034225,45.18407925,151,"(45.18407925, 9.14034225)"
2015,MONZA E DELLA BRIANZA,ALL,"cause esterne di traumatismo e avvelenamento-omicidio, aggressione",9.258430902,45.5823624,3,"(45.5823624, 9.258430902)"
2013,COMO,ALL,"complicazioni della gravidanza, del parto e del puerperio",9.039360974,45.80216962,1,"(45.80216962, 9.039360974)"
2015,MILANO,ALL,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,9.18951,45.46427,26,"(45.46427, 9.18951)"
2012,COMO,ALL,"sintomi, segni, risultati anomali e cause mal definite-sindrome della morte improvvisa nell'infanzia",9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2012,ITALIA,ALL,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,,,305,
2012,LODI,M,"sintomi, segni, risultati anomali e cause mal definite-cause sconosciute e non specificate",9.510140481,45.31535435,6,"(45.31535435, 9.510140481)"
2012,ITALIA,M,malformazioni congenite ed anomalie cromosomiche,,,676,
2013,BRESCIA,M,"cause esterne di traumatismo e avvelenamento-omicidio, aggressione",10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2013,PAVIA,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui cadute accidentali,9.14034225,45.18407925,43,"(45.18407925, 9.14034225)"
2013,COMO,M,"sintomi, segni, risultati anomali e cause mal definite-sindrome della morte improvvisa nell'infanzia",9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2014,LODI,M,cause esterne di traumatismo e avvelenamento-accidenti-di cui accidenti di trasporto,9.510140481,45.31535435,7,"(45.31535435, 9.510140481)"
2015,VARESE,F,cause esterne di traumatismo e avvelenamento-accidenti-di cui annegamento e sommersione accidentali,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2015,PAVIA,M,cause esterne di traumatismo e avvelenamento-accidenti,9.14034225,45.18407925,90,"(45.18407925, 9.14034225)"
2014,COMO,M,cause esterne di traumatismo e avvelenamento-altre cause esterne di traumatismo e avvelenamento,9.039360974,45.80216962,2,"(45.80216962, 9.039360974)"
2014,LODI,F,"sintomi, segni, risultati anomali e cause mal definite-altri sintomi, segni, risultati anomali e cause mal definite",9.510140481,45.31535435,13,"(45.31535435, 9.510140481)"
2014,ITALIA,F,"sintomi, segni, risultati anomali e cause mal definite",,,7225,
