CLASSIFICAZIONE da REPORT,VACCINO,Patologia,Inizio Sintomi Anno,Sesso,Età Classe,Numero Pratiche,Popolazione Residente,Tasso Età-Sesso (x100'000),Tasso Regione(x 100000),Tasso Regione(x 100000) 1,Tasso
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,015",M,65-69,0,277095,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,015",M,70-74,0,229813,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,015",M,75-79,0,198930,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,015",M,80-84,0,126977,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,015",M,Da 85,0,85434,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,00-04,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,15-19,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,20-24,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,25-29,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,30-34,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,35-39,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,40-44,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,45-49,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,50-54,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,55-59,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,60-64,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,65-69,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,70-74,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,75-79,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,80-84,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",?,Da 85,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,00-04,1493,228419,653.62,0,0,653.62
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,05-09,582,236954,245.62,0,0,245.62
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,10-14,53,224888,23.57,0,0,23.57
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,15-19,9,213999,4.21,0,0,4.21
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,20-24,2,222993,0.9,0,0,0.9
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,25-29,3,247630,1.21,0,0,1.21
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,30-34,2,296326,0.68,0,0,0.68
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,35-39,4,369928,1.08,0,0,1.08
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,40-44,0,412239,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,45-49,3,423051,0.71,0,0,0.71
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,50-54,0,371818,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,55-59,1,323355,0.31,0,0,0.31
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,60-64,0,306194,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,65-69,1,296516,0.34,0,0,0.34
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,70-74,0,278722,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,75-79,0,248904,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,80-84,0,199197,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",F,Da 85,0,205986,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,00-04,2003,243608,822.22,0,0,822.22
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,05-09,614,252079,243.57,0,0,243.57
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,10-14,54,239933,22.51,0,0,22.51
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,15-19,10,230627,4.34,0,0,4.34
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,20-24,5,235907,2.12,0,0,2.12
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,25-29,1,253910,0.39,0,0,0.39
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,30-34,2,301823,0.66,0,0,0.66
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,35-39,5,382216,1.31,0,0,1.31
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,40-44,0,426134,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,45-49,1,432822,0.23,0,0,0.23
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,50-54,1,367294,0.27,0,0,0.27
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,55-59,0,310617,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,60-64,0,287054,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,65-69,0,270429,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,70-74,0,238108,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,75-79,0,190429,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,80-84,0,122826,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,014",M,Da 85,0,80462,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,10-14,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,15-19,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,20-24,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,25-29,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,30-34,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,35-39,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,40-44,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,45-49,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,50-54,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,55-59,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,60-64,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,65-69,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,70-74,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,75-79,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,80-84,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",?,Da 85,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,00-04,2400,230850,1039.64,0,0,1039.64
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,05-09,1009,230432,437.87,0,0,437.87
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,10-14,75,219628,34.15,0,0,34.15
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,15-19,9,209228,4.3,0,0,4.3
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,20-24,3,221543,1.35,0,0,1.35
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,25-29,5,248009,2.02,0,0,2.02
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,30-34,3,301718,0.99,0,0,0.99
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,35-39,7,377513,1.85,0,0,1.85
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,40-44,5,405089,1.23,0,0,1.23
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,45-49,1,409865,0.24,0,0,0.24
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,50-54,0,352215,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,55-59,0,313266,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,60-64,1,310280,0.32,0,0,0.32
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,65-69,0,283186,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,70-74,0,284739,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,75-79,1,239023,0.42,0,0,0.42
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,80-84,0,195724,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",F,Da 85,0,197320,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,00-04,2970,244466,1214.89,0,0,1214.89
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,05-09,1072,243399,440.43,0,0,440.43
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,10-14,92,233417,39.41,0,0,39.41
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,15-19,8,223471,3.58,0,0,3.58
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,20-24,2,233455,0.86,0,0,0.86
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,25-29,3,251273,1.19,0,0,1.19
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,30-34,2,305340,0.66,0,0,0.66
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,35-39,2,387771,0.52,0,0,0.52
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,40-44,0,419490,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,45-49,1,418111,0.24,0,0,0.24
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,50-54,2,346702,0.58,0,0,0.58
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,55-59,1,299308,0.33,0,0,0.33
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,60-64,0,289012,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,65-69,0,256425,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,70-74,0,241531,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,75-79,0,179098,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,80-84,0,117429,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,013",M,Da 85,0,75199,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,10-14,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,15-19,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,20-24,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,25-29,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,30-34,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,35-39,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,40-44,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,45-49,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,50-54,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,55-59,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,65-69,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,70-74,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,75-79,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,80-84,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",?,Da 85,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,00-04,2739,231206,1184.66,0,0,1184.66
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,05-09,1158,225925,512.56,0,0,512.56
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,10-14,82,216717,37.84,0,0,37.84
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,15-19,5,207121,2.41,0,0,2.41
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,20-24,6,220206,2.73,0,0,2.73
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,25-29,10,253657,3.94,0,0,3.94
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,30-34,9,309234,2.91,0,0,2.91
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,35-39,4,384898,1.04,0,0,1.04
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,40-44,6,403362,1.49,0,0,1.49
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,45-49,0,399778,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,50-54,1,340949,0.29,0,0,0.29
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,55-59,0,307423,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,60-64,0,313181,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,65-69,0,274157,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,70-74,0,285175,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,75-79,0,234696,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,80-84,0,192197,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",F,Da 85,0,189707,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,00-04,3432,244191,1405.46,0,0,1405.46
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,05-09,1211,238043,508.73,0,0,508.73
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,10-14,104,229692,45.28,0,0,45.28
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,15-19,6,221323,2.71,0,0,2.71
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,20-24,6,230168,2.61,0,0,2.61
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,25-29,5,255354,1.96,0,0,1.96
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,30-34,0,313189,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,35-39,3,395844,0.76,0,0,0.76
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,40-44,4,417025,0.96,0,0,0.96
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,45-49,1,406132,0.25,0,0,0.25
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,50-54,0,334098,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,55-59,0,292465,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,60-64,1,291782,0.34,0,0,0.34
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,65-69,1,246011,0.41,0,0,0.41
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,70-74,0,240642,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,75-79,0,172411,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,80-84,0,112595,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,012",M,Da 85,0,70325,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,10-14,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,15-19,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,20-24,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,25-29,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,30-34,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,35-39,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,40-44,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,45-49,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,50-54,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,55-59,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,60-64,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,65-69,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,70-74,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,75-79,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,80-84,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",?,Da 85,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,00-04,2372,238966,992.61,0,0,992.61
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,05-09,950,228203,416.3,0,0,416.3
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,10-14,76,217058,35.01,0,0,35.01
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,15-19,10,209378,4.78,0,0,4.78
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,20-24,8,222653,3.59,0,0,3.59
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,25-29,5,265520,1.88,0,0,1.88
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,30-34,12,330494,3.63,0,0,3.63
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,35-39,9,404383,2.23,0,0,2.23
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,40-44,9,418737,2.15,0,0,2.15
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,45-49,3,399388,0.75,0,0,0.75
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,50-54,1,339693,0.29,0,0,0.29
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,55-59,0,309166,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,60-64,1,325817,0.31,0,0,0.31
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,65-69,0,268613,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,70-74,0,284305,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,75-79,0,236520,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,80-84,0,190526,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",F,Da 85,1,183770,0.54,0,0,0.54
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,00-04,3053,253318,1205.2,0,0,1205.2
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,05-09,1087,241245,450.58,0,0,450.58
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,10-14,63,231824,27.18,0,0,27.18
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,15-19,13,224787,5.78,0,0,5.78
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,20-24,5,235288,2.13,0,0,2.13
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,25-29,3,270586,1.11,0,0,1.11
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,30-34,3,342848,0.88,0,0,0.88
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,35-39,2,426993,0.47,0,0,0.47
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,40-44,3,441502,0.68,0,0,0.68
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,45-49,1,410444,0.24,0,0,0.24
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,50-54,1,336636,0.3,0,0,0.3
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,55-59,1,295927,0.34,0,0,0.34
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,60-64,1,306377,0.33,0,0,0.33
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,65-69,0,240701,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,70-74,0,239589,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,75-79,0,171469,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,80-84,0,108579,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,011",M,Da 85,0,66411,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,15-19,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,20-24,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,25-29,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,30-34,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,35-39,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,40-44,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,45-49,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,50-54,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,55-59,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,60-64,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,65-69,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,70-74,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,75-79,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,80-84,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",?,Da 85,0,0,0,0,0,0
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,00-04,1973,236607,833.87,0,0,833.87
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,05-09,678,225667,300.44,0,0,300.44
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,10-14,61,212054,28.77,0,0,28.77
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,15-19,11,208709,5.27,0,0,5.27
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,20-24,4,220445,1.82,0,0,1.82
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,25-29,3,266388,1.13,0,0,1.13
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,30-34,1,341974,0.29,0,0,0.29
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,35-39,3,402879,0.75,0,0,0.75
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,40-44,8,418823,1.91,0,0,1.91
MALATTIE ESANTEMATICHE INFANTILI,,SCARLATTINA,"2,010",F,45-49,1,383203,0.26,0,0,0.26
